,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
125,31250,41.75,1.79,15.67,3.09,13.67,1.25,6
277,69250,41.75,9.2,19.25,2.49,16.0,3.0,3
288,72000,29.75,3.49,15.5,2.87,15.75,2.95,1
267,66750,45.0,0.0,15.0,0.0,24.0,0.0,5
377,94250,22.33,0.47,26.67,0.47,9.0,0.0,0
400,100000,29.5,0.5,4.67,1.25,0.0,0.0,2
291,72750,33.0,0.0,18.0,0.0,17.67,0.47,0
474,118500,42.5,0.87,13.33,3.3,13.25,3.03,6
419,104750,46.0,0.71,9.33,3.09,17.67,0.47,4
440,110000,27.5,6.38,17.5,1.5,15.67,5.19,3
261,65250,48.0,0.0,1.0,0.0,9.0,0.0,2
8,2000,37.25,4.02,16.5,3.84,20.75,1.92,6
240,60000,26.25,0.83,9.5,1.12,6.0,0.0,2
453,113250,36.0,0.0,17.0,1.1,20.0,4.64,6
74,18500,37.5,3.35,14.0,1.41,18.0,0.0,3
265,66250,44.75,0.43,16.5,4.39,8.33,2.49,4
189,47250,35.5,5.85,11.75,0.43,14.0,2.74,3
366,91500,30.75,4.92,13.0,3.54,17.33,4.19,3
353,88250,45.0,0.0,18.0,0.0,10.67,0.47,4
437,109250,33.0,2.12,19.0,4.06,16.75,2.59,3
256,64000,29.33,0.47,14.67,0.47,10.0,1.58,0
475,118750,48.0,0.0,9.0,0.71,12.0,0.0,4
286,71500,45.0,0.0,14.25,1.79,19.0,2.45,4
155,38750,43.75,0.43,20.5,0.87,11.25,0.83,5
394,98500,45.0,0.0,12.0,0.0,17.75,0.43,5
174,43500,44.5,0.5,18.75,0.83,12.0,0.0,4
109,27250,30.0,0.0,21.0,0.0,21.0,0.0,5
262,65500,35.0,3.0,27.25,0.83,15.33,8.99,6
203,50750,20.75,0.43,23.25,0.43,19.17,0.69,0
186,46500,36.0,2.55,11.67,1.25,17.5,2.87,6
254,63500,42.0,1.41,21.5,2.29,33.0,0.0,1
131,32750,30.0,6.52,21.75,1.48,17.25,4.15,3
364,91000,42.0,0.0,9.0,0.71,22.75,1.09,1
404,101000,45.0,0.0,27.5,0.5,30.0,0.0,1
286,71500,33.0,5.79,26.0,2.12,15.0,6.4,6
174,43500,34.0,5.66,14.25,4.32,13.0,3.74,6
262,65500,40.0,0.82,12.0,0.0,2.0,0.0,2
444,111000,39.5,0.5,7.75,0.83,17.75,0.43,2
289,72250,37.0,1.22,19.0,1.0,13.25,2.28,4
462,115500,33.0,0.0,3.67,0.47,19.0,0.71,0
83,20750,36.25,0.43,16.75,5.17,15.25,5.45,6
161,40250,47.5,0.5,9.25,3.27,15.25,1.79,4
282,70500,37.5,1.5,13.75,0.83,21.0,0.0,5
154,38500,32.25,7.4,13.25,4.02,17.25,4.66,3
197,49250,30.0,0.0,20.75,0.43,18.75,1.3,5
213,53250,26.75,2.49,15.25,5.31,16.25,2.77,1
314,78500,39.5,0.5,10.0,1.0,2.0,0.0,2
99,24750,33.75,1.3,16.25,3.42,13.25,2.38,6
477,119250,23.75,0.43,17.67,0.47,25.67,3.09,0
66,16500,43.5,0.5,17.5,1.12,31.75,0.43,1
436,109000,39.0,0.0,9.25,4.76,7.75,1.09,4
345,86250,41.0,1.58,10.25,5.93,21.0,1.73,6
240,60000,45.5,0.5,17.5,0.5,20.75,0.43,4
449,112250,42.67,0.47,11.33,0.47,24.0,0.0,1
96,24000,30.0,0.0,19.33,0.47,21.0,0.0,5
78,19500,35.75,5.36,18.75,0.83,21.5,3.2,6
439,109750,31.5,3.35,21.0,1.87,18.5,2.6,3
366,91500,42.0,0.0,10.75,0.43,23.25,0.43,1
223,55750,40.5,0.5,12.0,0.0,1.33,0.47,2
122,30500,27.0,0.0,6.25,0.43,21.25,0.43,0
396,99000,43.75,0.43,20.0,0.71,20.0,1.0,5
88,22000,45.0,0.0,21.0,0.0,18.0,0.0,5
23,5750,32.0,2.74,17.67,3.68,15.0,2.16,3
365,91250,45.0,0.0,18.75,0.83,12.25,1.09,4
301,75250,40.5,0.5,13.75,1.09,6.0,2.45,2
432,108000,29.33,2.49,16.0,5.2,18.0,2.94,3
139,34750,37.0,1.0,12.0,0.0,21.5,0.5,5
425,106250,45.0,0.0,21.0,0.0,32.25,0.43,0
10,2500,36.0,0.0,12.67,0.94,15.67,0.94,5
189,47250,45.0,0.0,19.5,1.12,15.0,1.0,4
423,105750,35.0,1.41,20.33,0.47,18.0,0.0,5
27,6750,45.0,0.0,24.0,0.0,30.0,0.0,1
135,33750,38.25,0.83,12.75,0.83,18.0,2.12,0
1,250,30.0,0.0,21.0,0.0,21.0,0.0,5
147,36750,39.5,0.5,10.5,0.5,12.0,0.0,2
365,91250,44.5,0.5,24.25,1.09,30.0,0.0,1
312,78000,43.25,0.83,15.0,0.0,19.25,0.43,5
73,18250,26.75,0.43,19.25,1.09,26.75,1.09,0
238,59500,45.33,0.47,18.0,0.0,17.75,0.43,4
207,51750,40.33,0.47,17.0,0.0,36.0,0.0,1
185,46250,39.5,0.5,8.67,0.47,12.0,0.0,2
102,25500,42.0,0.0,24.25,0.43,36.5,0.5,1
77,19250,48.0,0.0,6.0,0.71,4.5,1.12,2
477,119250,43.33,0.47,19.0,0.0,4.25,1.48,5
85,21250,40.75,0.83,19.5,0.5,12.0,0.0,4
340,85000,27.25,0.43,14.0,0.0,14.0,1.0,0
326,81500,36.25,6.94,11.25,3.34,18.25,3.56,3
44,11000,36.75,13.27,10.75,4.09,15.0,2.45,3
71,17750,36.67,0.47,11.75,0.43,19.67,0.47,5
132,33000,27.0,0.0,6.75,0.83,8.67,0.47,2
195,48750,45.0,0.0,18.5,1.5,22.5,1.12,5
72,18000,42.0,0.0,10.67,0.47,33.0,0.0,1
401,100250,34.67,1.89,7.0,4.32,17.75,3.49,6
176,44000,45.0,0.0,17.67,0.47,21.75,0.83,5
468,117000,43.25,0.83,14.5,0.5,15.5,0.5,4
290,72500,38.5,3.91,16.25,1.79,12.33,8.01,1
178,44500,45.0,0.0,19.0,0.0,12.0,0.0,4
70,17500,36.0,0.0,17.67,2.05,22.0,2.83,6
308,77000,42.0,0.0,19.0,1.22,15.5,0.87,5
326,81500,41.5,1.5,14.0,1.41,16.5,2.06,6
160,40000,43.33,0.47,19.33,0.47,10.67,1.25,5
362,90500,39.25,5.63,13.0,1.73,16.75,2.38,3
32,8000,40.0,0.0,4.0,0.0,17.5,0.5,2
257,64250,45.0,0.0,24.0,0.0,36.0,0.0,1
325,81250,31.75,1.09,18.33,0.47,12.67,0.94,0
142,35500,47.5,0.5,11.0,1.22,12.0,2.45,4
44,11000,39.25,0.43,8.25,1.92,27.0,0.0,1
238,59500,46.5,0.5,19.0,0.0,15.33,2.05,5
211,52750,37.25,2.68,14.25,6.87,16.0,4.53,3
357,89250,44.0,0.82,22.0,1.41,21.75,0.83,5
461,115250,44.33,0.47,7.33,0.47,15.0,0.0,4
409,102250,39.5,0.5,2.25,0.83,12.25,0.43,2
435,108750,41.75,2.17,14.25,3.27,21.0,2.12,6
379,94750,41.5,0.5,19.75,0.83,30.0,0.0,1
160,40000,38.33,2.62,17.0,1.0,19.33,0.47,6
276,69000,39.5,0.5,6.0,0.71,11.75,1.09,2
163,40750,39.5,0.5,9.5,1.12,13.5,1.5,2
184,46000,45.0,0.0,18.75,0.43,14.0,1.0,4
339,84750,38.0,5.1,14.0,4.12,15.33,2.05,3
51,12750,36.5,0.87,13.5,1.12,12.0,0.71,5
124,31000,36.0,0.0,21.0,1.41,20.25,0.83,6
128,32000,37.25,1.64,21.0,0.0,20.33,3.3,6
177,44250,39.33,0.47,8.0,0.82,12.0,0.0,2
428,107000,48.0,0.0,5.25,0.43,11.0,0.82,2
280,70000,33.25,3.49,12.25,3.63,18.75,3.7,3
15,3750,30.33,2.49,17.0,5.05,11.33,0.94,1
314,78500,48.0,0.0,12.0,0.0,15.0,0.0,4
289,72250,28.0,0.0,13.5,1.12,14.0,1.41,0
164,41000,42.33,0.47,12.0,0.0,16.75,1.09,0
16,4000,45.0,0.0,20.0,0.0,14.67,0.47,5
343,85750,39.0,0.0,16.0,1.0,12.5,0.5,4
396,99000,42.5,0.87,10.5,1.5,19.33,1.7,6
265,66250,21.0,0.0,15.0,0.0,10.67,0.94,0
37,9250,26.75,0.43,8.75,0.43,19.5,1.12,0
112,28000,45.0,0.0,19.0,0.0,17.0,1.0,5
147,36750,32.5,4.97,20.0,2.92,19.25,4.44,6
137,34250,38.5,0.5,0.0,0.0,21.75,1.09,0
75,18750,44.0,2.45,12.25,2.95,14.0,1.87,3
270,67500,45.0,0.0,18.25,0.43,2.0,0.0,4
412,103000,40.67,1.25,14.25,1.48,18.33,0.47,6
181,45250,41.25,0.83,23.25,0.83,36.0,0.0,1
157,39250,24.33,3.3,16.0,3.61,12.33,4.5,3
472,118000,31.0,3.54,14.5,4.15,15.0,2.45,3
105,26250,17.0,4.0,19.5,0.5,25.0,0.71,0
300,75000,27.0,4.95,18.0,3.08,17.25,1.48,3
293,73250,36.25,0.43,15.25,0.43,16.0,1.22,5
289,72250,41.67,0.47,19.0,4.06,36.67,0.94,1
115,28750,27.0,0.0,8.0,0.71,8.75,0.43,2
390,97500,42.0,0.0,18.0,0.0,17.5,0.87,5
348,87000,39.75,2.28,16.5,4.5,14.25,6.42,3
153,38250,35.25,1.3,18.75,0.43,19.75,1.3,6
106,26500,41.5,1.5,21.0,1.41,33.75,1.3,1
151,37750,28.0,1.22,13.0,4.12,19.0,0.71,5
461,115250,38.5,4.82,13.5,5.02,13.5,1.5,3
46,11500,45.0,0.0,19.75,0.43,9.0,0.0,4
241,60250,36.75,0.83,7.0,3.94,16.75,1.09,4
223,55750,38.0,1.0,7.0,0.71,18.25,0.43,5
346,86500,45.0,0.0,22.75,0.43,30.0,0.0,1
177,44250,37.0,4.06,21.5,2.29,18.25,1.79,6
28,7000,40.75,0.83,21.0,0.0,33.0,0.0,1
438,109500,45.0,0.0,19.25,0.83,14.25,0.83,4
374,93500,36.5,0.5,19.5,4.15,21.5,2.18,6
341,85250,39.25,0.43,2.0,0.0,2.33,0.94,2
106,26500,42.0,0.0,20.5,0.5,16.5,0.5,4
225,56250,48.0,0.0,4.75,1.48,6.75,0.83,2
362,90500,35.0,6.16,20.5,4.61,16.25,1.79,6
256,64000,34.5,1.5,16.75,2.77,16.0,6.6,6
323,80750,24.0,0.0,27.0,0.0,10.75,0.83,0
114,28500,42.5,0.5,13.0,2.0,14.0,1.22,5
475,118750,26.75,2.17,15.25,5.07,10.0,5.1,3
0,0,39.25,0.43,22.75,0.43,33.75,1.3,1
461,115250,38.0,6.89,12.5,8.14,11.0,7.07,3
6,1500,43.5,0.5,14.75,0.43,15.0,1.22,4
248,62000,36.0,1.87,15.33,3.77,12.75,3.96,6
462,115500,41.67,0.47,18.25,0.43,10.67,2.05,4
363,90750,37.25,1.3,13.0,0.0,20.75,0.43,5
173,43250,37.0,2.35,21.67,1.7,21.67,2.36,6
230,57500,21.0,0.0,19.5,2.6,15.5,0.5,0
19,4750,45.0,0.0,15.0,0.0,15.75,0.83,4
256,64000,29.75,5.07,18.33,1.89,16.0,4.53,1
247,61750,42.75,0.43,7.0,3.56,22.67,0.47,1
236,59000,45.33,0.47,17.5,0.5,16.33,0.94,4
84,21000,37.0,1.22,19.0,1.22,17.75,1.79,3
456,114000,21.33,0.47,21.0,0.0,22.25,1.3,0
86,21500,42.5,0.87,15.5,3.28,17.75,6.94,6
356,89000,42.33,0.47,15.0,0.0,7.25,0.43,4
342,85500,22.0,0.71,21.25,0.43,14.0,1.22,0
231,57750,25.25,0.43,19.5,0.5,27.0,0.0,0
463,115750,40.0,0.82,19.33,0.47,12.0,0.71,4
70,17500,43.0,0.82,24.0,0.0,34.0,1.41,1
406,101500,42.0,0.0,21.25,0.43,16.0,0.0,5
213,53250,28.5,2.06,18.25,4.44,19.25,1.48,3
340,85000,34.0,2.0,12.0,2.45,15.0,4.08,3
244,61000,48.0,0.0,1.75,0.43,8.5,0.5,2
290,72500,42.5,0.5,15.0,0.0,23.0,0.0,1
414,103500,42.75,0.83,6.33,0.47,24.0,0.0,1
35,8750,30.0,0.0,20.0,0.82,20.25,1.3,5
263,65750,38.5,0.5,16.33,1.25,9.5,1.5,5
413,103250,41.2,1.17,12.75,1.64,9.6,3.77,4
370,92500,45.67,0.47,19.33,0.47,10.5,0.5,4
34,8500,33.75,7.5,12.75,3.96,16.0,4.06,3
254,63500,43.0,0.0,15.0,0.0,20.5,0.5,5
305,76250,28.0,0.0,1.0,0.0,5.0,2.31,2
259,64750,46.5,0.5,19.33,0.47,16.67,0.47,5
307,76750,42.33,0.47,16.25,3.27,30.0,0.0,1
449,112250,40.67,1.25,12.0,1.41,18.25,0.43,6
150,37500,45.0,0.0,18.5,0.5,22.0,0.71,5
67,16750,29.0,0.82,15.0,3.39,25.0,1.41,3
434,108500,38.75,0.43,16.75,0.43,7.25,1.48,4
194,48500,24.4,5.16,15.0,4.95,15.4,2.8,3
389,97250,29.33,0.47,1.0,0.0,7.0,0.82,2
118,29500,36.33,0.47,10.5,0.5,18.0,0.0,5
131,32750,36.0,0.0,21.0,3.08,21.0,3.08,6
272,68000,46.5,0.5,20.25,0.43,20.75,0.43,5
168,42000,42.25,3.49,14.0,7.68,12.75,1.3,3
80,20000,34.5,3.84,16.5,3.84,15.75,1.3,3
11,2750,45.5,0.5,19.25,0.43,11.0,1.0,4
238,59500,37.0,0.82,18.33,2.49,13.25,3.63,3
255,63750,31.0,1.22,13.25,2.05,18.5,1.5,3
415,103750,45.0,0.0,18.5,0.5,12.25,0.43,4
274,68500,45.75,0.43,18.75,0.43,12.0,0.0,4
129,32250,45.0,0.0,11.25,0.43,20.67,0.47,4
276,69000,36.0,2.45,15.75,2.86,22.33,0.94,3
38,9500,45.0,0.0,19.0,0.0,1.0,0.0,4
121,30250,48.0,0.0,3.33,0.47,5.0,0.82,2
0,0,41.5,0.5,20.67,0.47,14.33,0.47,4
393,98250,37.0,1.73,13.75,6.18,20.25,2.49,6
155,38750,30.33,2.49,12.33,4.99,12.0,7.0,3
442,110500,30.0,0.0,20.5,0.5,18.25,0.43,5
166,41500,45.0,0.0,24.0,0.0,36.0,0.0,1
358,89500,36.5,2.29,10.25,2.49,18.5,3.5,3
225,56250,27.0,0.0,11.0,1.22,6.0,2.45,2
25,6250,45.0,0.0,20.5,0.5,18.25,0.43,5
242,60500,45.25,0.43,14.75,0.83,19.0,1.22,5
250,62500,47.2,0.4,11.0,0.71,8.75,0.43,4
342,85500,27.67,0.47,12.75,0.43,14.0,1.41,0
264,66000,36.0,2.12,14.75,3.83,16.33,3.86,3
184,46000,37.25,2.17,15.67,1.7,20.33,1.7,6
195,48750,45.0,0.0,19.0,0.71,16.0,0.71,4
82,20500,31.5,2.69,13.25,1.92,15.25,2.59,3
123,30750,45.75,0.43,26.0,0.71,37.5,1.5,1
246,61500,42.75,1.92,16.25,2.86,16.75,5.4,6
328,82000,48.0,0.0,1.0,0.0,9.75,0.43,2
133,33250,47.0,0.0,12.0,0.71,12.0,2.12,4
196,49000,42.0,3.54,15.25,3.49,13.33,0.47,3
169,42250,32.75,2.17,12.75,1.92,24.0,3.08,0
50,12500,23.0,5.89,16.5,6.18,15.67,1.7,3
160,40000,39.5,0.5,9.0,0.0,9.0,0.0,2
326,81500,36.67,0.94,17.33,2.87,20.5,2.87,6
450,112500,38.0,0.71,13.33,4.64,12.0,0.82,3
438,109500,33.75,1.3,6.33,2.05,17.75,0.43,0
214,53500,48.0,0.0,6.0,0.0,9.67,0.47,2
68,17000,28.25,0.43,8.0,3.0,6.33,1.25,2
185,46250,48.0,0.0,6.25,0.43,8.25,0.43,2
212,53000,44.75,0.43,13.0,1.22,17.75,0.43,4
371,92750,30.0,0.0,19.33,1.25,16.5,1.12,5
334,83500,43.5,0.5,18.0,0.0,16.0,1.0,5
37,9250,28.0,9.41,10.67,3.09,16.0,3.08,3
113,28250,28.5,0.5,19.5,1.12,18.25,0.43,0
343,85750,44.33,0.94,20.33,0.47,20.67,2.62,6
47,11750,42.0,0.0,18.0,0.0,13.0,1.22,4
141,35250,45.0,0.0,24.0,0.0,24.0,0.0,1
467,116750,48.0,0.0,6.75,0.83,9.5,0.5,2
246,61500,39.25,0.43,22.33,0.94,36.33,0.47,1
263,65750,45.0,0.0,17.0,0.0,16.0,0.82,4
91,22750,35.67,4.5,15.0,2.12,18.33,3.68,3
95,23750,40.25,2.05,13.0,1.58,20.25,0.83,6
13,3250,44.5,0.5,24.0,0.0,36.0,0.0,1
434,108500,34.25,1.3,24.0,0.0,13.4,3.93,0
212,53000,44.5,0.5,12.5,0.5,13.0,0.71,4
433,108250,44.25,0.43,13.25,1.09,17.25,0.43,4
458,114500,30.75,1.92,18.0,3.94,13.5,2.06,3
173,43250,39.25,3.56,10.25,3.03,18.75,2.86,6
469,117250,43.5,0.5,25.75,1.09,30.25,0.43,1
138,34500,32.0,1.22,24.5,1.5,12.25,3.11,6
18,4500,46.25,0.43,12.0,0.0,20.25,0.83,4
392,98000,31.5,7.53,24.67,0.94,19.25,1.48,6
352,88000,37.67,1.25,14.67,3.3,17.75,1.09,6
477,119250,33.25,6.57,20.0,3.74,22.67,0.94,6
198,49500,34.75,2.17,15.25,4.66,13.75,2.05,3
76,19000,26.25,0.43,0.0,0.0,18.0,0.0,0
459,114750,39.5,0.5,5.0,0.71,15.5,0.5,2
216,54000,36.0,0.0,26.5,0.5,5.0,2.94,0
203,50750,48.0,0.0,5.25,0.43,8.25,0.83,2
89,22250,41.5,5.94,16.0,2.74,12.25,6.3,3
9,2250,27.75,3.9,17.25,2.49,14.5,2.6,3
51,12750,41.5,0.5,16.25,1.3,33.0,0.0,1
18,4500,36.75,4.97,14.0,1.63,23.25,1.79,6
136,34000,32.33,0.47,23.75,0.43,12.0,0.82,5
249,62250,45.0,0.0,18.0,0.0,13.67,0.94,4
66,16500,45.0,0.0,15.0,0.71,23.5,1.5,1
337,84250,39.0,0.0,20.0,5.34,38.0,0.82,1
455,113750,47.75,0.43,12.0,0.0,10.0,1.73,4
59,14750,41.67,0.47,13.0,1.0,33.0,0.0,1
264,66000,21.0,0.0,16.25,1.3,10.5,1.12,0
366,91500,45.0,0.0,20.0,0.0,12.0,0.0,4
163,40750,30.0,0.0,9.5,1.8,2.0,0.82,0
105,26250,35.75,3.83,19.67,3.68,18.67,2.62,3
52,13000,36.0,0.0,16.0,1.58,12.67,0.47,6
70,17500,22.33,0.47,21.5,2.29,16.33,1.25,1
49,12250,41.75,1.79,16.5,3.35,15.0,1.58,6
341,85250,39.0,0.0,25.25,0.43,37.75,1.3,1
24,6000,44.5,0.5,20.75,0.43,21.5,0.87,1
89,22250,37.75,3.63,16.25,2.17,23.25,2.17,6
111,27750,36.0,2.12,21.0,1.87,14.75,2.77,6
438,109500,48.0,0.0,1.75,0.43,11.0,0.71,2
471,117750,40.0,1.41,18.75,3.49,26.67,0.47,1
306,76500,48.0,0.0,11.75,0.43,15.0,0.0,4
100,25000,45.25,0.43,22.0,1.63,36.67,0.94,1
178,44500,43.5,0.5,19.75,0.83,20.5,0.5,1
153,38250,39.33,0.47,4.0,2.16,12.0,0.0,2
199,49750,24.25,0.43,12.0,1.63,13.0,1.22,2
145,36250,42.0,2.12,14.25,7.4,12.25,4.32,6
32,8000,23.25,7.66,13.5,2.06,16.5,4.15,3
403,100750,36.0,0.0,13.5,1.5,21.5,0.5,6
377,94250,37.0,1.0,4.75,2.38,23.25,0.83,5
363,90750,42.0,0.0,18.25,0.43,30.0,0.0,1
215,53750,45.0,0.0,25.67,0.47,38.0,1.0,1
395,98750,42.5,0.5,14.75,0.43,23.5,0.5,1
282,70500,29.75,1.79,14.5,1.8,16.75,2.49,3
64,16000,45.0,0.0,16.0,0.82,19.5,0.5,4
170,42500,31.5,5.32,21.0,1.63,14.33,4.92,6
419,104750,39.5,0.5,0.0,0.0,8.0,0.71,2
244,61000,42.75,0.83,19.0,1.87,31.0,0.0,1
445,111250,30.0,0.0,18.5,0.5,19.25,0.83,5
20,5000,44.67,0.47,15.33,0.47,17.25,1.3,4
213,53250,39.67,0.47,1.0,0.0,13.67,0.47,2
52,13000,45.5,0.5,9.0,0.82,18.25,0.43,5
345,86250,44.5,0.5,15.75,0.43,24.0,0.0,1
10,2500,26.33,1.7,15.0,0.0,19.0,0.0,3
216,54000,39.67,0.47,2.75,0.83,15.67,0.94,2
429,107250,27.67,10.53,17.5,4.33,15.33,2.05,6
357,89250,35.5,1.5,17.5,5.12,23.25,3.27,3
478,119500,27.25,0.43,23.5,0.87,20.75,0.43,0
452,113000,35.67,2.05,22.75,0.83,13.5,1.5,6
53,13250,48.0,0.0,9.0,0.0,7.25,0.83,2
20,5000,38.5,4.33,17.25,3.11,15.0,7.14,3
450,112500,40.25,0.83,12.0,0.0,2.0,0.82,2
215,53750,39.0,4.95,14.75,1.92,16.5,1.12,6
129,32250,45.0,0.0,19.5,0.5,18.0,0.0,5
169,42250,45.0,0.0,18.0,0.0,23.5,0.5,5
261,65250,40.5,1.5,21.0,0.82,36.0,0.0,1
67,16750,40.0,1.0,24.0,0.0,29.0,0.82,0
208,52000,20.0,0.82,24.0,0.0,16.33,0.94,0
403,100750,33.5,4.97,14.0,1.73,21.0,5.2,3
55,13750,42.5,0.5,16.25,0.43,14.75,0.43,4
115,28750,40.33,1.25,17.25,0.43,3.0,2.0,4
454,113500,42.0,0.0,24.0,0.0,25.5,1.12,0
223,55750,45.25,0.43,18.0,0.0,19.5,1.12,4
359,89750,35.25,8.61,16.75,3.77,21.25,2.49,1
169,42250,29.25,0.43,20.75,0.43,20.5,0.5,0
465,116250,34.33,3.09,17.33,2.62,16.0,3.39,6
297,74250,36.75,1.3,18.5,4.15,15.5,5.22,6
20,5000,35.25,2.59,21.25,2.17,9.75,1.48,6
303,75750,27.33,4.64,11.33,4.11,19.25,1.3,3
164,41000,39.67,0.47,0.0,0.0,13.0,1.41,2
130,32500,23.5,0.5,17.5,0.5,29.75,0.43,0
116,29000,32.25,0.43,14.5,0.87,11.0,1.58,0
361,90250,42.0,0.0,11.5,0.5,23.0,0.71,1
283,70750,40.0,1.0,13.0,0.0,0.0,0.0,2
130,32500,39.67,0.47,8.5,0.5,12.33,1.25,2
378,94500,36.0,0.0,24.5,0.87,16.5,2.69,6
112,28000,37.0,1.0,12.75,1.3,16.0,1.22,5
61,15250,36.0,4.24,17.5,1.66,17.67,2.49,3
145,36250,39.67,0.47,1.0,0.0,16.67,0.47,2
7,1750,45.67,0.47,20.75,0.43,10.33,0.94,4
336,84000,46.25,0.43,12.0,0.0,21.25,0.43,4
4,1000,47.5,0.5,21.0,0.0,8.5,0.5,5
40,10000,41.5,0.5,21.0,0.0,33.75,1.3,1
243,60750,33.75,1.3,19.0,4.42,19.25,1.3,6
419,104750,36.75,1.3,13.5,4.09,14.5,4.5,6
326,81500,48.0,0.0,12.0,0.0,15.25,0.43,4
128,32000,45.0,0.0,19.25,0.43,18.0,0.0,5
190,47500,33.25,5.67,12.0,4.18,17.5,5.68,3
383,95750,45.0,0.0,20.75,0.43,36.75,0.83,1
472,118000,33.0,4.12,15.5,3.91,14.0,5.92,3
183,45750,35.25,1.3,15.5,4.09,19.75,0.83,6
362,90500,36.25,0.43,27.75,0.43,30.25,0.43,1
179,44750,43.75,0.43,18.0,0.0,20.75,0.43,1
427,106750,45.25,0.43,20.67,0.47,31.67,0.47,1
11,2750,36.67,5.73,19.33,1.25,10.75,7.89,3
396,99000,44.5,0.5,21.0,0.0,31.25,0.43,1
240,60000,21.0,0.0,12.4,1.85,16.0,0.82,0
434,108500,36.75,1.47,8.0,1.0,16.6,1.36,5
143,35750,36.0,2.12,22.25,2.49,14.5,5.77,6
117,29250,45.0,0.0,18.5,0.5,15.75,0.83,4
248,62000,30.0,0.0,5.5,1.5,8.25,0.83,0
239,59750,42.25,0.43,21.0,0.0,33.0,0.0,1
446,111500,39.0,4.74,19.67,0.94,19.0,2.74,3
458,114500,29.0,0.71,9.0,1.58,11.25,0.43,2
272,68000,40.0,0.0,4.67,0.47,18.0,0.0,2
378,94500,27.5,0.5,2.0,0.0,3.0,0.0,2
270,67500,39.5,0.5,4.67,0.47,18.0,0.0,2
278,69500,27.5,0.5,1.0,0.0,6.25,0.43,2
385,96250,35.0,4.32,16.0,5.1,16.0,3.81,6
255,63750,46.0,0.82,17.67,0.47,21.0,0.0,4
209,52250,44.33,0.47,18.0,0.0,10.25,0.83,4
389,97250,30.0,3.67,12.75,4.82,17.25,3.9,1
108,27000,45.0,0.0,18.0,0.0,14.25,0.83,4
235,58750,36.25,0.43,22.25,3.03,14.0,6.0,6
197,49250,35.75,9.18,12.5,2.5,14.67,2.49,3
438,109500,39.5,0.5,9.0,0.0,16.0,0.0,2
447,111750,19.5,8.9,15.0,2.55,12.0,8.86,3
342,85500,36.0,0.0,26.33,0.47,33.0,0.0,1
263,65750,40.0,0.82,2.0,0.71,12.0,0.0,2
148,37000,37.0,1.0,8.25,1.3,18.0,0.0,5
113,28250,45.25,0.43,19.75,0.43,17.75,0.43,5
244,61000,34.25,1.79,12.0,6.6,17.5,5.5,6
17,4250,40.5,1.12,15.0,1.22,15.75,4.76,6
86,21500,38.5,6.65,18.5,5.68,13.75,5.17,1
432,108000,45.0,0.0,20.5,0.5,31.0,0.71,0
67,16750,45.5,0.5,14.75,0.43,17.75,0.43,4
181,45250,36.75,1.3,21.67,3.4,20.33,1.25,3
418,104500,36.25,0.43,22.0,1.41,22.0,1.41,6
326,81500,35.25,1.3,17.75,1.79,16.5,1.5,6
234,58500,45.0,0.0,19.0,0.0,20.0,0.0,5
4,1000,27.0,2.12,16.75,0.83,24.75,1.64,3
87,21750,36.0,2.45,21.33,2.05,19.75,3.49,3
176,44000,39.33,0.47,8.67,0.47,10.5,0.5,2
275,68750,37.25,2.49,20.25,4.92,16.0,2.35,3
10,2500,38.0,0.71,7.75,0.83,13.0,1.58,4
207,51750,42.25,0.43,15.0,0.0,12.0,0.0,4
8,2000,40.67,1.25,15.5,3.91,23.67,2.05,6
272,68000,45.0,0.0,18.0,0.0,15.0,0.0,4
134,33500,40.0,0.71,20.0,0.71,15.75,0.83,4
311,77750,45.0,0.0,11.0,0.82,18.33,0.47,5
49,12250,24.0,0.0,23.0,0.0,27.0,0.0,0
169,42250,42.0,0.0,21.5,0.5,34.5,1.5,1
348,87000,45.0,0.0,15.25,0.43,21.0,0.0,5
16,4000,36.0,0.0,11.25,0.83,14.75,0.43,5
225,56250,40.67,0.47,17.5,3.35,22.67,1.25,6
293,73250,40.5,0.5,13.25,0.43,0.0,0.0,2
265,66250,39.25,0.43,5.0,0.71,18.25,0.43,2
133,33250,30.5,0.5,14.67,1.25,14.0,0.82,0
405,101250,30.0,0.0,19.0,1.22,12.67,1.89,5
12,3000,48.0,0.0,8.5,0.5,9.25,0.43,2
363,90750,32.25,0.83,21.0,2.24,17.25,3.77,3
148,37000,45.5,0.5,14.0,0.0,20.5,0.5,5
255,63750,45.0,0.0,18.75,0.43,15.0,0.71,4
137,34250,45.75,0.43,16.0,0.0,16.25,0.43,4
152,38000,26.25,1.48,2.5,0.5,10.75,1.64,2
13,3250,39.75,7.98,18.25,2.28,16.0,3.61,1
20,5000,40.67,0.47,15.5,0.87,33.0,0.0,1
374,93500,29.67,0.47,3.0,0.0,5.33,0.47,2
117,29250,44.75,0.43,21.0,0.0,12.25,0.43,4
353,88250,34.0,5.61,18.25,3.83,10.25,5.02,6
399,99750,43.0,1.0,18.5,0.5,36.0,0.0,1
125,31250,34.5,1.5,16.5,4.5,13.75,7.46,6
9,2250,39.5,0.5,1.5,0.5,14.25,0.43,2
121,30250,42.5,2.29,15.67,3.09,16.67,3.68,3
